id,state_code,tenure,contract_length,promotions_offered,remaining_term,last_nps_rating,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
5107,TN,133,8,No,20,4,area_code_415,no,yes,26,230.6042852,129,39.27680121,236.150935,112,20.29727735,243.5334056,123,11.41208383,7.729992543,2,1.943544405,1,no
5108,MA,122,12,No,2,8,area_code_415,no,no,1,114.8771695,98,18.62275235,159.8281905,104,13.25062983,215.2399408,65,9.634611767,8.30341938,6,2.357527854,2,no
5109,KY,81,12,NO,1,4,area_code_415,no,no,0,314.3623088,105,52.32415262,163.7850671,85,15.12352519,277.6378733,98,12.66128652,5.942233126,4,1.559059262,2,yes
5110,KS,165,12,No,18,8,area_code_510,no,yes,31,241.52071,107,41.46442274,229.797982,119,18.50399507,203.9289833,63,9.592767895,13.29204676,8,3.5520001,1,no
5111,FL,134,17,No,2,9,area_code_408,no,yes,47,241.3827169,81,41.27912552,215.5839647,109,19.22173068,168.5810784,121,7.858716524,12.49804228,4,3.366913549,3,no
5112,NH,110,15,Yes,2,3,area_code_408,no,no,2,218.8191855,105,37.50769781,251.1408527,105,20.2726336,255.6957408,83,11.38860276,10.55074041,9,2.8025729,2,no
5113,WV,8,22,No,2,8,area_code_510,no,yes,37,197.2607851,130,34.14183607,190.3263697,84,16.10465203,223.8736023,83,10.39627853,7.634775397,8,1.748399646,1,no
5114,SD,123,20,No,4,7,area_code_408,no,yes,36,149.6513077,68,24.8297496,196.9857148,78,16.53289707,256.4049829,81,11.47831687,16.10098011,7,4.55387223,1,no
5115,WY,144,18,No,9,7,area_code_415,no,no,1,130.867371,89,23.68508764,247.4113074,117,20.05583058,227.82326,76,10.44547509,8.770835252,4,2.379667166,1,no
5116,IA,109,8,No,18,7,area_code_415,no,no,1,219.3034273,83,36.48601574,182.902817,116,15.93639103,190.7180511,85,8.600972649,11.44720239,10,3.089030441,0,no
5117,CA,141,21,No,21,7,area_code_510,no,no,1,130.3985901,109,21.27902923,264.7189632,78,22.03350842,160.471781,102,7.389634092,13.30463418,7,3.503816367,2,no
5118,VA,138,9,No,3,10,area_code_415,no,no,1,249.9494297,123,44.15172613,102.9241978,102,9.015822568,120.4231676,85,5.669823185,13.38947188,9,3.720494527,3,no
5119,NV,85,21,No,9,10,area_code_408,no,no,0,83.56160915,119,13.92380805,241.0290351,91,20.76818431,171.447744,83,7.384312424,9.676029076,6,2.64725414,3,no
5120,MI,160,19,No,16,6,area_code_415,no,no,2,214.5061714,84,36.04172683,165.9888645,96,14.59828996,113.1000018,110,4.620508401,11.28074644,7,3.17342513,1,no
5121,IL,119,12,No,18,8,area_code_408,no,no,0,118.5131709,78,19.23418749,190.7518068,103,16.29399028,187.9923002,101,8.471235209,11.0783222,4,3.131484675,1,no
5122,AR,86,14,No,22,10,area_code_415,no,yes,21,262.1406687,94,44.58390511,266.1656529,145,21.75561823,164.420809,71,7.870912216,10.96080516,6,2.802514224,2,no
5123,KY,131,16,No,4,1,area_code_415,no,no,3,209.4762587,98,33.18838218,175.4399581,117,14.681229,219.7012133,133,10.12165765,11.90792137,2,3.232229214,0,no
5124,WA,83,9,No,15,9,area_code_408,no,yes,41,125.5189298,108,21.45111047,210.8359802,107,17.65634026,161.7461217,128,7.627426664,7.102142793,4,1.947589565,1,no
5125,KS,83,15,No,2,5,area_code_408,no,no,3,295.8257666,115,49.03351698,252.2384284,119,22.0787816,124.2808569,95,6.082846545,12.3608929,7,3.309114488,0,yes
5126,OR,130,18,No,8,7,area_code_408,no,yes,31,96.26468705,107,16.0566763,157.1412444,110,12.2860864,247.5741858,130,11.00624183,10.31284479,4,2.78323282,0,no
5127,OK,112,,,,,area_code_408,no,yes,22,291.5360174,55,49.85183331,168.5369403,114,13.79271829,123.245273,90,6.014336049,9.973846356,4,2.475189168,1,
5128,DC,108,9,No,12,9,area_code_510,no,no,2,129.045233,118,22.75493716,168.3035949,118,14.42453123,225.4966964,88,10.35699019,9.805678874,3,2.668595241,1,no
5129,WV,101,20,No,20,5,area_code_408,no,no,2,234.9945768,96,41.74172927,198.1084805,94,18.07810722,271.34662,107,12.0856342,14.65605552,2,3.551026186,4,no
5130,MT,96,14,No,23,4,area_code_415,no,yes,14,117.1179306,96,19.68812505,188.5017766,121,15.37662844,151.0088554,108,6.396804203,6.717153698,4,1.640112372,1,no
5131,MS,45,24,No,24,8,area_code_415,no,no,2,118.9583613,109,17.94585847,212.2350392,105,16.93720171,216.5798172,96,9.735150676,14.30056743,2,3.912445227,2,no
5132,ID,132,16,No,15,8,area_code_408,no,no,1,92.73105331,130,15.35585339,139.8831417,99,12.10364888,181.8114912,98,8.616864057,10.51776914,6,2.896877191,1,no
5133,AL,165,22,No,18,1,area_code_510,no,no,2,202.5738492,83,35.65598435,129.7617937,62,11.64214558,256.3685066,102,10.94158444,14.66313881,5,4.009989298,0,no
5134,VA,134,24,No,7,1,area_code_415,no,no,1,122.7624493,128,19.44623392,227.3026297,57,19.22576903,207.2757826,83,9.058205337,12.52549249,5,3.277329349,1,no
5135,NY,145,16,Yes,3,1,area_code_408,no,no,2,55.40885717,121,9.962116285,84.09083823,89,7.19122744,159.7169719,102,7.77770178,8.724508215,8,2.379569085,4,yes
5136,IA,153,11,No,1,7,area_code_415,no,no,1,198.936552,95,34.5828043,300.03657,83,25.15293281,55.97118578,122,2.199704829,10.82531881,4,2.909008719,1,no
5137,WV,91,18,No,11,10,area_code_415,no,no,0,145.7275799,93,24.41547516,231.7227807,99,18.82381061,209.3128156,93,9.557015624,10.04244099,11,2.835068014,0,no
5138,DC,212,10,No,18,3,area_code_415,no,no,1,133.8174484,132,21.14596857,249.4142868,105,21.04785895,260.5890074,70,11.60560907,13.01414617,4,3.600357471,0,no
5139,NC,44,17,No,20,6,area_code_408,no,yes,37,194.0944495,94,35.47450716,260.3486442,110,21.65601841,264.4164324,79,11.65031263,7.853730159,3,2.104572874,1,no
5140,OH,168,11,No,15,9,area_code_408,no,no,0,145.0702261,114,24.44823149,167.3492932,119,14.54374585,154.8692652,104,6.857560152,7.979621601,6,2.097503838,3,no
5141,MA,29,17,No,13,8,area_code_415,no,no,1,138.9463224,120,22.6438149,211.5898243,127,17.7310975,251.9715098,86,11.02671902,8.746236073,5,2.328672471,2,no
5142,NM,67,15,No,17,6,area_code_415,no,no,2,260.3777081,60,43.87321838,209.3608006,127,18.02153214,100.599198,114,4.757371717,6.776586723,3,1.852363096,2,no
5143,WV,112,16,No,21,7,area_code_415,no,no,2,170.9588223,115,27.69968153,211.9979689,108,16.95009085,119.7513288,123,5.72425953,10.31989713,4,2.81498694,3,no
5144,WA,43,14,No,8,7,area_code_415,no,yes,27,164.9739163,87,29.22009897,140.8034877,125,11.567917,282.4127248,96,12.47722114,7.530622665,4,2.131308609,2,no
5145,RI,95,16,No,7,6,area_code_408,no,no,2,161.3874367,137,27.73483624,198.4596015,96,18.24212237,188.8058644,81,8.437153366,9.860254971,4,2.618487006,0,no
5146,AZ,86,13,No,9,7,area_code_415,no,no,1,188.1903945,72,32.68928269,210.4882587,77,17.92880588,137.941146,93,5.490008392,10.24155987,8,2.713107691,4,no
5147,GA,48,11,Yes,1,7,area_code_510,no,no,1,293.6249998,110,48.43202734,266.5388827,87,22.68294863,194.086829,93,8.259604195,10.85488775,5,2.85569884,3,yes
5148,AR,51,22,No,20,9,area_code_415,no,yes,21,200.8290918,56,33.26981736,224.4067324,129,18.35829793,112.0715001,118,5.057083747,9.377011944,5,2.498964564,1,no
5149,IL,88,23,No,23,6,area_code_415,no,yes,29,191.2642044,106,30.32564372,218.0481124,107,19.19110669,96.3858145,116,3.801599961,11.28242202,4,3.171873041,3,no
5150,RI,40,14,No,22,9,area_code_408,no,no,0,102.394279,90,16.00529029,205.9240169,111,17.0084706,216.5213303,97,8.896406381,6.870302723,4,1.66187183,0,no
5151,VT,95,18,Yes,1,6,area_code_510,no,no,2,209.1351527,91,35.47377892,172.2021085,63,14.20054372,170.0225198,113,7.867561967,13.39072588,4,3.643179312,2,no
5152,IL,82,12,No,10,9,area_code_408,no,yes,28,148.4307355,101,26.40569043,141.721219,149,11.7838704,215.0900538,141,9.127866173,13.58858613,12,3.57480756,1,no
5153,OR,72,10,No,12,9,area_code_415,yes,no,2,106.1821055,89,18.51459926,163.281416,89,14.61431776,180.9932558,155,8.278979781,14.70254932,3,4.001097723,2,no
5154,ME,112,14,No,17,7,area_code_415,no,no,1,186.921204,109,30.15533021,181.8134222,120,15.80426769,146.0937829,70,6.847535798,10.74920983,11,2.944946464,2,no
5155,MA,109,14,No,21,6,area_code_415,no,yes,22,152.7858879,80,25.82841401,168.3415884,83,15.08468431,304.0583038,108,13.83597795,9.300572982,4,2.601297631,2,no
5156,HI,100,10,No,22,5,area_code_408,no,yes,31,116.6764766,70,18.10964359,147.8059978,103,13.03203729,173.1940829,91,7.203242246,13.27548201,8,3.365995552,2,no
5157,CT,100,9,No,20,8,area_code_408,no,no,0,98.880936,105,16.43661727,196.8986219,127,16.50124353,130.8724143,128,5.420366594,14.03200074,3,3.857122346,2,no
5158,ME,127,9,No,11,9,area_code_408,no,no,2,183.4048029,134,30.60397613,208.0291292,108,17.79958091,173.315871,124,7.802583532,11.18931769,5,3.068426125,1,no
5159,AZ,150,8,No,9,5,area_code_415,no,no,1,210.9514697,102,38.57561177,123.4677009,121,10.02234184,160.478526,109,7.476804278,11.09501177,7,3.131407836,4,no
5160,NJ,143,15,Yes,1,1,area_code_415,no,yes,43,245.5593779,97,40.36891835,227.3665206,81,18.73814754,168.1372117,112,7.530476556,8.452754128,5,2.223514218,2,no
5161,DC,106,23,No,23,2,area_code_510,no,yes,29,115.0435142,127,20.75494086,182.2714352,107,16.46557951,188.4329923,99,8.169696071,8.663798852,4,2.242032616,0,no
5162,NC,111,20,No,22,6,area_code_415,no,no,0,173.1890448,143,28.93348544,222.8110205,101,18.92322914,248.4638527,90,11.47212208,16.38864432,2,4.579227376,0,no
5163,NH,148,16,No,18,7,area_code_510,no,no,1,226.2952581,28,36.38080562,147.1117575,124,12.42000015,130.8500648,105,5.992980981,9.576550315,1,2.536966614,2,no
5164,UT,165,16,No,13,2,area_code_415,no,no,1,96.26114541,110,15.21162396,314.6598712,104,27.24872197,179.2924065,75,8.046232156,10.16995053,6,2.721641173,0,no
5165,WA,135,18,No,7,4,area_code_415,no,no,3,154.4875778,100,26.65182451,202.2743114,86,18.09098859,128.82511,100,6.140157697,5.030179408,3,1.480329351,1,no
5166,NM,189,22,No,22,7,area_code_415,no,no,1,183.8277764,99,32.01490039,239.2378391,81,20.39353152,301.3501964,112,13.80476766,9.903405598,5,2.646481564,1,no
5167,GA,131,16,No,19,5,area_code_408,no,no,1,198.2251204,80,33.20021953,202.5332071,111,17.99356575,141.9191173,109,6.422064743,11.77031683,5,3.039407918,1,no
5168,FL,129,19,No,7,7,area_code_415,no,no,1,207.2107693,68,35.08527877,205.1948617,115,17.50568505,191.9141403,99,8.68670454,12.67364184,4,3.333967037,1,no
5169,OH,98,21,No,17,8,area_code_415,no,yes,28,163.7241892,93,28.7447471,207.9950357,118,18.28282912,182.3688827,101,8.811446343,12.69385925,7,3.382323301,4,no
5170,TX,61,9,No,20,10,area_code_415,no,no,1,118.983986,108,20.85745573,186.6343983,80,15.84230219,241.2156056,112,11.27522425,12.94652799,8,3.487348492,2,no
5171,AL,113,12,No,8,2,area_code_415,no,no,2,225.3455771,114,38.82416988,260.7241186,91,21.56379715,171.604402,126,7.187465778,7.474945754,1,1.983210188,3,no
5172,MD,115,17,No,22,7,area_code_510,no,no,1,189.730757,106,30.36045847,185.8361901,116,15.61433349,219.5901238,100,10.46324459,9.830067734,4,2.679997635,3,no
5173,NM,56,21,No,5,8,area_code_415,no,yes,24,104.9112997,89,17.48185404,196.5170457,98,15.57718565,107.5887056,122,5.045833135,11.89534717,4,3.231138514,2,no
5174,MN,158,18,No,4,4,area_code_415,no,yes,28,159.5325992,115,27.43104646,174.2527276,136,14.50565114,268.8935008,127,12.15522928,11.00261467,5,3.020206376,0,no
5175,LA,89,23,No,1,8,area_code_510,no,no,1,176.8326916,127,32.59840825,165.4250723,102,14.45210697,132.4765684,66,5.620704351,13.30923955,6,3.52470367,0,no
5176,FL,166,18,No,17,8,area_code_415,yes,no,1,143.0169037,108,26.52366236,195.4623602,65,15.90410302,187.1268503,121,8.043679976,11.25175878,10,3.200388113,2,no
5177,NJ,144,16,No,5,6,area_code_415,no,no,1,180.0956864,115,31.22913839,222.7356541,87,18.88523174,140.2172444,110,6.786982544,12.4653677,3,3.398815743,0,no
5178,NJ,20,22,No,15,9,area_code_510,no,no,0,237.1122246,131,41.6145569,208.3518865,107,18.18228881,178.0904139,121,8.164693727,11.37099602,8,3.123858567,0,no
5179,DC,149,11,Yes,2,2,area_code_510,yes,no,2,117.2821169,149,18.92586223,140.5836357,83,10.87311104,226.8078003,98,10.57018612,15.62697222,4,4.134958765,1,yes
5180,NV,113,11,No,22,6,area_code_510,no,no,2,138.5112865,95,21.33974234,100.0667264,99,7.904176248,148.9081979,113,6.768138722,9.506559303,5,2.588175239,3,no
5181,NV,172,17,No,12,6,area_code_510,no,no,1,139.7917843,95,22.41053624,218.7021703,60,19.04125603,171.5963219,121,7.57891104,15.00801029,6,4.117631474,2,no
5182,WI,143,17,No,15,10,area_code_415,no,yes,32,171.1351191,125,28.13080924,194.8665338,108,16.45674217,222.7360651,79,10.55311073,11.46356372,5,3.006407814,2,no
5183,NH,128,9,NO,3,4,area_code_510,no,no,0,101.1509413,106,16.32295714,175.8825404,104,15.24444067,249.072532,90,11.51454004,11.12643025,2,3.095262783,5,yes
5184,CO,90,24,No,14,9,area_code_510,no,no,2,56.84089733,75,11.61565237,258.4786148,117,22.60631085,208.2802849,109,9.430528569,8.904278772,2,2.290752731,3,no
5185,NJ,97,17,Yes,1,4,area_code_415,no,no,0,144.6854725,119,25.2739076,178.0683865,114,15.2593225,206.7032198,117,9.173819171,11.22586253,3,3.149589342,2,no
5186,WI,88,24,No,6,9,area_code_408,yes,no,1,177.1467896,96,32.59430229,191.7137655,116,16.58486937,153.3679406,108,6.264379467,5.79270927,4,1.378204341,1,no
5187,WV,51,9,No,18,8,area_code_510,no,yes,31,109.1808115,84,19.03739378,201.773012,116,17.07493958,138.9713902,86,6.689574152,11.50962204,5,3.184975552,2,no
5188,ND,105,11,No,18,9,area_code_415,no,yes,26,111.2839356,92,20.73752569,162.198739,110,14.63603491,291.7252842,116,12.58392654,12.06653315,5,3.300884893,1,no
5189,OR,103,12,No,20,5,area_code_415,no,no,1,118.1071415,85,20.40013571,207.856722,95,17.73529959,42.6292883,61,1.92508653,11.61342807,5,3.207446901,1,no
5190,NJ,90,9,No,22,6,area_code_510,no,no,2,157.3400361,112,25.84472769,161.122224,107,13.0018928,204.3153569,92,9.466257498,7.928386414,4,1.934657183,3,no
5191,MI,117,15,No,5,2,area_code_415,no,no,2,206.0764752,75,35.48619754,100.7210508,107,7.900601395,234.6652655,113,10.41135505,13.86391629,7,3.696447069,1,no
5192,CA,93,8,No,16,10,area_code_408,no,no,1,258.9098719,117,42.70819855,199.502461,101,17.21316285,158.5139029,120,7.508589777,9.353213014,4,2.437097214,0,no
5193,DE,38,12,No,23,9,area_code_415,no,no,0,216.7919508,116,36.29430788,126.7206376,121,11.229459,180.8768513,88,8.169433111,12.49590585,6,3.245438199,1,no
5194,ID,111,14,No,13,8,area_code_415,no,no,1,229.8818486,117,40.77860769,232.3619691,102,19.67216473,211.7303363,105,8.907664844,7.737713158,6,2.014187641,3,no
5195,NY,50,24,No,20,6,area_code_510,no,yes,26,149.885929,81,26.19869753,194.0221603,113,15.44010833,176.5978498,122,7.710693517,8.120409345,7,2.30466124,3,no
5196,DC,207,10,No,6,9,area_code_415,no,no,2,138.1765298,138,22.45532692,246.1861508,102,21.07576692,275.7955781,76,11.6162138,13.81676221,4,3.517531735,0,no
5197,GA,185,11,No,5,8,area_code_510,no,no,2,177.7502825,104,32.69039407,171.4401993,145,14.55416096,270.8348442,121,12.29931862,11.29732029,5,3.007530081,0,no
5198,MO,133,18,No,22,9,area_code_408,no,no,2,199.6969216,141,34.09712531,199.8524817,113,17.77015477,229.8708732,139,9.946706501,7.366133539,2,2.157370242,1,no
5199,MA,123,10,No,18,5,area_code_408,no,no,1,205.028945,96,33.83329647,247.4744544,120,20.48954603,78.36471148,88,3.21788804,10.33642586,12,2.872393301,3,no
5200,NH,28,19,No,2,4,area_code_408,no,no,0,126.8265195,115,23.45606841,161.0283264,82,13.45899805,199.6409689,117,9.28253782,10.2160312,3,2.790339961,5,yes
5201,LA,141,22,No,15,7,area_code_408,no,no,0,147.3830751,85,26.75698991,232.5230703,76,19.43815373,159.7366266,119,7.535453172,10.04911435,5,2.871851528,2,no
5202,RI,127,23,No,10,8,area_code_510,no,no,1,95.68609764,119,15.91826609,178.238305,70,14.86518935,161.550593,127,7.282858136,9.104242073,5,2.515891232,3,no
5203,WI,94,18,No,4,10,area_code_510,no,no,0,183.7315486,111,30.55942837,150.0037009,117,12.94715965,150.8312306,110,6.72882871,5.833908547,5,1.503590841,0,no
5204,NH,76,12,No,1,8,area_code_408,no,no,1,155.1201144,86,25.13609115,263.2025607,74,21.65980596,202.742387,84,9.734126421,13.17224134,3,3.611624412,0,no
5205,OH,130,21,No,6,1,area_code_408,yes,no,2,258.7046261,99,44.10803101,268.6655266,80,21.88244444,186.7792012,99,8.410246587,8.299834485,4,2.397236667,0,yes
5206,PA,87,9,No,8,8,area_code_415,yes,yes,22,255.3750075,114,42.12878837,268.9955947,136,22.89703219,155.5774805,135,6.275955905,7.509819571,5,2.153467204,0,no
5207,WY,126,15,Yes,1,1,area_code_415,no,no,1,229.8573875,85,41.72880869,216.3263679,94,18.41313676,262.1311831,122,11.69507096,8.794182783,6,2.397179821,5,yes
5208,DE,67,21,No,13,8,area_code_408,no,no,0,114.5723178,121,18.39041087,249.5782609,91,20.49007304,159.2788217,83,7.186398559,11.61506328,4,3.041075119,3,no
5209,AK,57,22,No,21,10,area_code_408,no,no,1,129.6698769,101,21.56655389,170.913862,130,13.82110251,252.9182252,98,10.82349027,14.03798277,2,4.025376099,3,no
5210,IN,50,14,No,14,10,area_code_415,no,no,0,138.2533473,147,21.24933737,222.5593524,95,18.42296211,114.0617149,76,5.103844575,7.517561143,3,1.736271371,0,no
5211,CO,74,19,No,21,9,area_code_408,no,no,2,108.3358126,79,20.70621606,191.1602599,107,16.45143106,150.5206954,87,6.468908592,8.204458512,5,2.405925585,1,no
5212,RI,135,9,No,20,2,area_code_408,yes,no,0,174.1883293,81,27.67704813,234.2682987,99,20.0324082,255.5607164,113,10.79259653,10.87987781,7,2.837200433,0,no
5213,WV,117,17,No,8,6,area_code_510,no,yes,31,178.6785656,147,32.02049291,208.2454755,87,17.50704506,215.8025762,94,9.588801718,10.95280517,3,2.946425901,1,no
5214,CO,18,15,No,24,10,area_code_408,no,yes,22,184.7362497,84,32.85792272,177.5756657,110,14.85325787,225.673571,74,9.839490317,12.18369143,5,3.479785145,3,no
5215,LA,106,24,No,16,3,area_code_415,no,no,2,238.8263867,71,38.97869955,148.3450451,100,13.48892253,185.0587973,106,8.199098276,11.11795101,10,3.149465766,1,no
5216,NC,31,23,No,19,10,area_code_415,no,no,0,235.964889,114,40.10804728,225.3841982,136,18.62657545,193.4352725,88,8.868638722,3.669777251,6,0.896419854,3,no
5217,NJ,110,16,NO,4,4,area_code_408,no,no,1,291.3105486,85,48.10378924,228.1071969,122,18.96838559,144.2596329,37,7.021386916,11.78049657,5,3.231261232,1,yes
5218,MA,113,8,No,17,10,area_code_415,no,no,2,190.6471481,96,31.50783752,256.1766162,123,22.42264486,141.3527807,103,7.04782431,11.59931866,4,3.149006635,1,no
5219,KY,109,15,No,17,9,area_code_415,no,no,2,129.303153,75,23.54795495,127.9280195,113,11.46394382,269.4522381,68,11.94140447,13.47679484,6,3.486125083,0,no
5220,TX,72,8,No,17,5,area_code_415,no,no,1,220.5882147,87,36.90096042,144.6782576,98,12.84848647,192.3759609,71,8.185368796,6.097877725,5,1.667936286,1,no
5221,NC,119,12,No,21,9,area_code_510,no,yes,29,215.0405093,102,36.56985673,192.9051475,121,16.77761576,188.7546412,120,8.53935965,10.931944,6,2.954918783,2,no
5222,SD,102,23,No,21,6,area_code_415,no,no,0,99.81519568,114,15.24731816,271.3439656,97,23.79747263,220.1378875,108,10.26104308,6.066180497,4,1.889383458,1,no
5223,UT,82,16,No,19,10,area_code_415,no,no,0,109.2141594,85,18.85282303,142.144764,110,11.66269118,86.31721445,79,3.64484657,11.4830729,4,3.235208595,1,no
5224,SD,162,13,No,13,2,area_code_415,yes,no,0,199.0584689,85,35.41442623,187.5362602,119,16.58877674,198.4429311,96,8.89755012,7.299862371,9,1.953977325,1,no
5225,DC,98,24,No,8,7,area_code_415,yes,no,2,153.6312203,106,25.89069998,244.9164869,66,20.78429008,275.1714465,93,11.70186884,11.41159317,3,3.239273534,1,no
5226,MA,115,18,No,3,1,area_code_408,yes,yes,17,142.8096653,100,24.71769958,161.3431508,95,12.67456355,184.7005203,116,8.440738153,7.641260748,3,2.12269688,0,yes
5227,MN,82,21,No,11,10,area_code_415,no,no,1,108.7306221,109,20.88803852,277.4823205,102,23.87125927,190.0390486,84,8.028403146,13.35068035,6,3.720200937,0,no
5228,VA,28,12,No,14,7,area_code_415,no,no,2,150.6333898,104,25.36651042,132.3653666,94,11.8644626,185.008249,86,8.116121895,9.397160589,8,2.5438103,0,no
5229,TN,134,9,No,24,6,area_code_415,no,yes,28,239.5268634,132,41.62686469,242.6318323,113,21.02812224,251.8517582,123,10.7436223,7.331472723,2,1.938100876,1,no
5230,RI,90,24,No,24,8,area_code_510,no,no,1,177.0359076,91,32.7271584,196.6603362,114,15.58787364,199.1508322,59,9.442627269,8.363538671,6,2.334736143,2,no
5231,ND,142,15,No,6,6,area_code_510,yes,yes,26,124.0137824,54,22.09165051,211.8269145,104,17.12786905,227.6110134,85,10.65537591,5.640691226,5,1.456571921,2,no
5232,MD,123,10,NO,2,2,area_code_510,no,no,1,294.1062217,147,48.01228236,228.7499383,100,18.81996381,229.2690814,109,9.917788564,12.08956403,5,3.361530841,2,yes
5233,UT,99,24,No,20,6,area_code_510,no,no,1,251.999952,91,44.1052174,146.140566,79,12.34280598,103.5306002,124,5.326604482,9.814642504,4,2.460504756,1,no
5234,MA,83,12,No,6,9,area_code_510,no,no,1,278.712773,81,47.17376143,160.8656434,122,13.51641627,308.9927798,74,14.08550534,9.440710485,10,2.60028305,0,no
